provider_id,stake,capacity_gb,utilization_gb,region,node_age_days,uptime_pct,avg_latency,post_success_rate,proof_misses,slashing_count,is_failed,registered_at
0xc27a36700644949b1a3323b6d7eecba4b59ed701,1011.34,3392,10,US-East,84,0.75,513.67,0.8,0,0,False,2025-11-21T23:57:12.329990
0xfbd464185f40fd315da791fc688b2e5d7d0af5d0,3454.9,1341,0,EU-West,88,0.9809,42.93,0.99,0,0,False,2025-11-17T23:57:12.329990
0x54513f42263103541ff63bbb2a2bb6b17875072e,500,2291,73,US-East,26,0.8256,328.86,0.5379,2,0,False,2026-01-18T23:57:12.329990
0xbb972cd5e916591b704d43f384a7938de14ee5a1,100000,338,152,EU-Central,67,0.9429,58.02,0.99,0,0,False,2025-12-08T23:57:12.329990
0x4e52920323f314f8de5deac4bc34ee4343489bac,100000,2667,79,US-West,67,0.9152,274.18,0.7087,1,0,False,2025-12-08T23:57:12.329990
0x42c0984f6e73801d83d8565a372de251d49e1309,500,2738,68,US-East,9,0.8203,200.07,0.7839,0,0,False,2026-02-04T23:57:12.329990
0xeb1b271746ff589d137372154332cf199cf3f9f6,2494.09,902,74,South-America,32,0.742,6473.52,0.5,2,0,True,2026-01-12T23:57:12.329990
0x7d1cdc71beb85cbe8f242a5edc099a410df4a767,527.46,4362,0,EU-West,60,0.8318,206.03,0.8603,0,0,False,2025-12-15T23:57:12.329990
0xd4b0b318eb0534548fb4471383c30cafcc4bbdbb,31892.77,4371,0,US-West,30,0.678,516.93,0.7013,1,0,False,2026-01-14T23:57:12.329990
0x36724c4d88a835202c9f32cd469041fae844a2e8,62717.82,1116,162,Asia-Pacific,40,0.7737,323.15,0.6627,0,0,False,2026-01-04T23:57:12.329990
0xa234aed79c90d5976247232d8abc933c7a01e7b4,1188.14,740,0,South-America,27,0.8478,301.26,0.8962,0,0,True,2026-01-17T23:57:12.329990
0x188ed894b561ba4d18bcb1e8943d374020b856f3,1406.2,3691,0,EU-West,6,0.9774,52.08,0.9,0,0,False,2026-02-07T23:57:12.329990
0xe1d07ba7de7a27d38b7d0300cd148d845df13f1e,4354.53,3981,0,US-East,35,0.9099,298.19,0.7,4,2,True,2026-01-09T23:57:12.329990
0x0b10cd7bb8f742be38c99c57906d0ae01632b829,43059.26,211,0,US-East,65,0.88,295.87,0.7877,0,0,False,2025-12-10T23:57:12.329990
0xc864e78326356c4cff65d89cc2ba15af3a01a09e,3162.72,2432,80,US-East,22,0.933,119.44,0.85,0,0,False,2026-01-22T23:57:12.329990
0x94addc77f2653fd61efa34af6f2873656a9dd42a,2696.1,3870,0,,24,0.8893,265.74,0.8291,1,0,True,2026-01-20T23:57:12.329990
0x9109181fcf7a095accb7aa1ca15ae1c807e91183,4259.91,1664,120,EU-Central,43,0.8237,397.38,0.7739,0,0,False,2026-01-01T23:57:12.329990
0x945ea2a76f990042405b432595fee99ce6f4107e,587.94,261,84,Asia-Pacific,27,0.9651,49.8,0.99,0,0,False,2026-01-17T23:57:12.329990
0xfb98a23db78fde0c1a74fcb4b2bd80b66f68acb1,5625.4,3004,93,US-East,46,0.6901,324.98,0.6278,0,0,True,2025-12-29T23:57:12.329990
0x740115c4e127a95bd62713266373e0048e4a5cba,3930.53,3244,0,South-America,73,0.9445,50.35,0.99,0,0,False,2025-12-02T23:57:12.329990
0x2e5569db091d1a23b169107b6d219c2a3e5b793e,10647.66,4814,54,US-West,19,0.9909,58.56,0.99,0,0,False,2026-01-25T23:57:12.329990
0x88bbd51c59b6b1404f71b27ae4dec63f5de65129,4143.17,1836,0,US-East,57,0.998,47.47,0.9887,1,0,False,2025-12-18T23:57:12.329990
0x725c881a1e0585b498d2bb3f310d3778907600b7,1589.69,906,71,US-East,49,0.7057,87464.48,0.5442,3,0,True,2025-12-26T23:57:12.329990
0x82830eefa46c8d331753d47fcdcd0db2df606ae5,500,241,45,US-West,38,0.9192,119.33,0.85,0,0,False,2026-01-06T23:57:12.329990
0x6279f539372b7e93369643eda72d7739c4aed650,3534.16,4524,99,EU-Central,69,0.9289,278.49,0.9,0,0,False,2025-12-06T23:57:12.329990
0x875c52907b5eab21d38ea12f82ec7547601f198a,656.6,3491,72,US-East,22,0.89,319.32,0.7,0,0,False,2026-01-22T23:57:12.329990
0x9f8ca317c70811937267b19b33f4296ba0a7070b,5169.12,1881,82,US-East,33,0.5685,9696.11,0.6313,0,0,False,2026-01-11T23:57:12.329990
0x0902cb7491d9f67a51ea5f07defb78a58c84a63d,14945.85,1831,75,US-West,6,0.7498,386.43,0.5811,1,0,False,2026-02-07T23:57:12.329990
0xca5ef9fc8e6fe8bd348160ae44c72b07d3c8c2c6,100000,4778,83,US-West,19,0.8528,133.26,0.8677,0,0,False,2026-01-25T23:57:12.329990
0x368d79152ddb0f84bc79e9d85874eaa349b80532,2010.94,2852,16,EU-West,19,0.8848,237.32,0.7842,1,0,False,2026-01-25T23:57:12.329990
0x3a982afced2ea2079c8e531e2bab1847fb3a4acb,7891.58,1422,22,EU-Central,62,0.9542,98.84,0.97,0,0,False,2025-12-13T23:57:12.329990
0x629a6b35ffc4fec2d436276dbe53e79f7871ab49,8946.97,4360,0,US-East,62,0.9785,58.43,0.99,0,0,False,2025-12-13T23:57:12.329990
0x23608e22afb2e1807006c338b855d68bfed09dff,2566.99,3044,47,,23,0.7307,333.7,0.8,0,0,True,2026-01-21T23:57:12.329990
0x10905e9dae8f94b9dedaadadd10f81e8faa8787b,2955.62,1633,119,US-East,64,0.99,129.21,0.9177,0,0,False,2025-12-11T23:57:12.329990
0x95f847a3099265f9182494b09c98f755d1f2a09e,13181.46,3746,75,US-West,80,0.7947,189.88,0.7417,0,0,False,2025-11-25T23:57:12.329990
0x6c7247327aed7cdeed5119abb6025ff455305eee,1116.42,3250,0,US-West,30,0.8744,979.44,0.7938,1,0,True,2026-01-14T23:57:12.329990
0xcb6c76ab5711949682d583fdefb59be09a06836b,5225.63,3445,59,US-East,4,0.8587,2325.1,0.7,1,0,False,2026-02-09T23:57:12.329990
0xb4f410bec7b482a9f76006f95b6fc0bcfab9c87c,1671.56,940,30,Asia-Pacific,40,0.8492,460.3,0.7166,1,0,True,2026-01-04T23:57:12.329990
0xafa055d2bc024d7706f9c0f098063ded4afd84a3,827.07,3160,65,US-West,7,0.94,253.96,0.8635,1,0,False,2026-02-06T23:57:12.329990
0xcfa4137299a536917bb917b6f14e0c5512225f50,4543.39,2168,0,South-America,32,0.9461,94.54,0.85,1,0,False,2026-01-12T23:57:12.329990
0x29d8ccbf3dc656cabf78bb64b861ae90f600d72f,3839.8,2837,131,US-West,50,0.7121,414.24,0.5,0,0,True,2025-12-25T23:57:12.329990
0x2ced231f21868c53d8db09dcc230bd690d30b007,4446.87,3546,86,Asia-Pacific,29,0.8414,280.92,0.9,0,0,False,2026-01-15T23:57:12.329990
0xabed6c07a27b973cd8976127b430ff9f7ba847c8,1456.85,1602,0,,56,0.9413,58.63,0.9,0,0,False,2025-12-19T23:57:12.329990
0xeea63a7b7030ee7bdf1635f21f678d5ed53bdcbf,621.24,4175,31,South-America,32,0.6475,11179.87,0.6429,0,0,True,2026-01-12T23:57:12.329990
0x44e4de9a49a7f6503b034ab4d78256a14840bb0b,11370.98,364,66,EU-Central,33,0.9774,109.79,0.97,0,0,False,2026-01-11T23:57:12.329990
0x66bebc5e01f2449ed3e0fa34b6a2275fb205be82,1741.43,2139,0,EU-Central,80,0.8668,251.37,0.9,0,0,False,2025-11-25T23:57:12.329990
0xe575695c42239ee7ac61012baa89a9c4bd0dce50,14342.02,1145,94,Asia-Pacific,75,0.6817,433.85,0.7314,0,0,False,2025-11-30T23:57:12.329990
0x32caaa52b15a0bc9ccc97051f9cffc426a500cc7,1703.58,2054,0,US-East,29,0.9338,143.65,0.97,0,0,False,2026-01-15T23:57:12.329990
0x9611251323c4f4e256252d5e0032d5c96abd2a09,12032.63,134,0,EU-West,41,0.9703,124.68,0.97,0,0,False,2026-01-03T23:57:12.329990
0xb45a6663b1529cf8e9b636ea2bd1d493cd60c75d,3512.37,945,0,EU-West,63,0.8729,6122.67,0.9,0,0,True,2025-12-12T23:57:12.329990
0x1d1b5d8134fb33257d3e9490923d8a83e8e8f26d,100000,2093,175,US-West,41,0.9787,59.16,0.99,0,0,False,2026-01-03T23:57:12.329990
0x4fe03f2ee61cc4159f8ede88059e686b8b435a66,20075.04,4012,87,,77,0.8946,132.49,0.85,0,0,False,2025-11-28T23:57:12.329990
0xc54797ac057482f1248d7ac50a6be8b99c19e78f,555.76,3082,115,Asia-Pacific,68,0.9632,112.99,0.97,0,0,False,2025-12-07T23:57:12.329990
0x06996bfd7563ae31b90f960efe0102f34ebddc27,1241.15,3679,0,Asia-Pacific,28,0.9265,55.09,0.99,0,0,False,2026-01-16T23:57:12.329990
0x11994f12e2b4ef43a1e8c20230344453b6efeed4,14320.77,3590,85,US-West,21,0.8246,303.05,0.8307,0,0,False,2026-01-23T23:57:12.329990
0x9ef57caef0dde1ca08481671101f86c906d1a185,10664.38,1490,100,US-East,47,0.5954,399.67,0.8,0,0,True,2025-12-28T23:57:12.329990
0xc5db68d6ace8c37be870dc6c7066373c6cab8787,15055.97,2870,0,US-East,89,0.9036,242.2,0.9,0,0,False,2025-11-16T23:57:12.329990
0xbd7d3b76b5aa7542da9fd2a6c3f7ea7897870110,11011.93,1936,78,US-East,8,0.7423,460.4,0.646,0,0,True,2026-02-05T23:57:12.329990
0x129884f91ffbf736f0dc7bb2a3dc0b2284a0551d,2929.1,4146,29,EU-West,87,0.8806,274.98,0.7,1,0,False,2025-11-18T23:57:12.329990
0x2b1597486c735302fa4fd745d6540cc9e2ad0036,2019.33,3728,172,EU-Central,81,0.955,40.99,0.99,0,0,False,2025-11-24T23:57:12.329990
0xf0b282aed42473c917f556d9c68571c7834eff26,1140.11,3814,144,EU-West,76,0.894,123.8,0.97,0,0,False,2025-11-29T23:57:12.329990
0x993c81be3235f303ef4f656c2ae10108b3aae256,19380.86,3883,36,US-East,16,0.8869,191.97,0.7,1,0,False,2026-01-28T23:57:12.329990
0xa846f0bcafcc417417294def69902363acbfe37a,18568.53,2842,44,Asia-Pacific,39,0.8905,118.04,0.8839,0,0,False,2026-01-05T23:57:12.329990
0x0174f2163c942e6be0d0f99b5908400f41fc60d3,9956.72,3195,66,EU-West,62,0.9893,6690.92,0.97,0,0,False,2025-12-13T23:57:12.329990
0xc9f9712d2be49e33442ee47e7512b82a26bbd6bd,8124.28,1509,85,,78,0.9354,279.42,0.9,0,0,True,2025-11-27T23:57:12.329990
0xa0761c78ce04bb22eca21645450a924ba6703dac,939.78,1993,0,US-West,76,0.8113,196.67,0.7,0,0,False,2025-11-29T23:57:12.329990
0x79b3461c8efd1c9fd48b435745a19d68a97828ea,500,1094,11,EU-West,54,0.7837,2848.92,0.7,1,0,True,2025-12-21T23:57:12.329990
0x88c90ba5e6c2e52a78c765238b288ea2069c16cf,500,2443,119,EU-West,26,0.9752,40.36,0.99,0,0,False,2026-01-18T23:57:12.329990
0xe072f9e8690447a41b5238e9001badafa568fcde,56769.19,3765,124,US-West,12,0.7692,259.66,0.9,0,0,False,2026-02-01T23:57:12.329990
0x65e4936595b32d7967cfa8f2eb052fcd30e66be9,12741.11,4922,15,US-East,28,0.9434,259.98,0.7,2,0,True,2026-01-16T23:57:12.329990
0x3a3f20838b9280617ce5c54b1ef5c5cd067e43d0,1986.77,1588,99,US-West,78,0.8769,195.75,0.8891,0,0,False,2025-11-27T23:57:12.329990
0x5c9a300f3d0c99a98dfae3681ab9a8b6c09c4f53,6491.38,3229,45,US-West,35,0.566,9557.5,0.8,1,0,False,2026-01-09T23:57:12.329990
0xdcae9d94241d7f4c5c11514beb80a1a1831b0aeb,500,905,75,US-West,22,0.6751,573.09,0.6709,0,0,False,2026-01-22T23:57:12.329990
0x54ea88943a5e5b45bde60073399ac5c095e19328,13600.22,1432,0,US-West,16,0.6264,467.83,0.7483,0,0,False,2026-01-28T23:57:12.329990
0xb94492cc8f707ba14c0efd4325b179abadf120ce,7405.36,1647,62,Asia-Pacific,33,0.599,375.12,0.7122,1,0,False,2026-01-11T23:57:12.329990
0x08b7c8d4d89a8fc770c5461e2c32fc02938b6a86,41508.01,2835,75,EU-West,19,0.8899,137.75,0.97,1,0,False,2026-01-25T23:57:12.329990
0xfc7fcc8dce59cf9e06e9ee4d014e394596a21b49,7320.31,4906,113,EU-West,86,0.9822,59.57,0.9,1,0,False,2025-11-19T23:57:12.329990
0xb4f7ca75d4ce516111220b07ac1f2c56e645f99c,57800.85,395,0,US-West,2,0.9598,55.35,0.99,1,0,False,2026-02-11T23:57:12.329990
0x7395bc653f6c63686c70e7696ca2243190998006,1603.35,2660,0,US-East,31,0.6862,320.43,0.8,0,0,False,2026-01-13T23:57:12.329990
0x479673f74bcbe120048047820d7f165abee37396,2199.05,176,42,US-West,39,0.74,563.37,0.8,0,0,True,2026-01-05T23:57:12.329990
0x4740bf9c216c534a407f8d005780937df5459bbd,32804.01,1839,0,EU-Central,90,0.8918,301.5,0.9,0,0,True,2025-11-15T23:57:12.329990
0xa0915c93d22bd6dae56d8aff621919c000fa158f,2891.96,637,167,US-West,84,0.7242,367.3,0.5,0,0,True,2025-11-21T23:57:12.329990
0x820448f5c9ded46c7f8600a08aff4571d233bfe2,11317.57,4344,7,EU-West,37,0.9486,45.78,0.9,0,0,False,2026-01-07T23:57:12.329990
0x8f9f05d0d568b4376147fa9b7e858aa9cbc4e3ee,2679.22,4817,87,EU-West,64,0.9541,53.85,0.9,0,0,False,2025-12-11T23:57:12.329990
0x35c528c654d246eec7eb4613ec340be061a5598e,4940.09,2711,167,US-East,54,0.8847,308.11,0.7,1,0,False,2025-12-21T23:57:12.329990
0xd99bc3c127db0d20c5dd6371c1a2269884e9ccf2,878.49,1904,7,South-America,19,0.9604,42.41,0.99,0,0,False,2026-01-25T23:57:12.329990
0xbf6a358fafd650c6bfb7aa132997f58feeabf348,7612.19,3019,0,US-East,1,0.9629,146.38,0.97,0,0,False,2026-02-12T23:57:12.329990
0xc29ef26867afe2c3e5d874ab85d824ce75fa83ae,33150.9,2113,0,South-America,74,0.6294,715.71,0.5,1,0,False,2025-12-01T23:57:12.329990
0x273c3ed4fa778e7fdc8bae934cc67a7282258bc4,60844.42,4644,169,EU-West,42,0.86,193.29,0.9,0,0,False,2026-01-02T23:57:12.329990
0x5f8848832e42325e2ac5d0ac65a41fce9a6d478a,18348.82,2842,0,US-West,54,0.617,445.05,0.7829,1,0,True,2025-12-21T23:57:12.329990
0x0d537ba2216a9d9aa2c028d3f355e6977212af22,92964.61,2649,65,South-America,64,0.9486,125.31,0.939,1,0,False,2025-12-11T23:57:12.329990
0x227d474f3eb6e0c9b70e3e658e36b427cd0ae568,4082.24,4487,92,EU-West,54,0.95,12898.38,0.8912,1,0,True,2025-12-21T23:57:12.329990
0xb0059bd0dd2edc99f1f3b6ed0612a43a8988b50d,18511.95,2083,0,US-East,76,0.8564,98.82,0.97,0,0,False,2025-11-29T23:57:12.329990
0x3c9a184970ba9493ef5297fc443918fd5bd92304,9901.43,3377,0,EU-West,63,0.8682,204.68,0.768,0,0,False,2025-12-12T23:57:12.329990
0x8fd3de04dd3f354efab55facab264e3b72f85ce5,500,4473,80,US-East,34,0.8008,239.6,0.7396,0,0,True,2026-01-10T23:57:12.329990
0x2662c1518b6abb08a52822ed107cc6d010feb026,903.55,1386,0,EU-Central,80,0.8751,319.66,0.8943,0,0,False,2025-11-25T23:57:12.329990
0xbe3f3d517f58f1a70a671ecd2ea97de5ee092c5e,10872.1,1187,0,Asia-Pacific,82,0.799,318.78,0.9,0,0,False,2025-11-23T23:57:12.329990
0xe2f7e0f2b258af2ee2364137734cd01bec5aaabd,2905.05,3952,97,US-West,42,0.9076,109.78,0.85,0,0,False,2026-01-02T23:57:12.329990
0x5ef1878ffac213b6fe276c4a8df8b98dc1b6885c,3137.11,2007,88,EU-Central,32,0.8819,268.06,0.7719,0,0,False,2026-01-12T23:57:12.329990
0x19d26c01909a4e4183e3219283b2a93a2df8678c,4478.16,2282,50,EU-West,15,0.8027,188.1,0.8382,0,0,False,2026-01-29T23:57:12.329990
0x78a1d0be228ff342117e1552a0181c45e9504580,2371.86,851,87,South-America,88,0.6816,425.1,0.7904,0,0,False,2025-11-17T23:57:12.329990
0x10171c65b4b619457ed34cca673c205737189854,44572.16,442,0,South-America,30,0.9063,42.19,0.99,0,0,True,2026-01-14T23:57:12.329990
0x5b71b3ab225e82d5d6638d5e620a6a0563cdf1bf,3310.65,3158,57,Asia-Pacific,3,0.6199,307.77,0.5,0,0,False,2026-02-10T23:57:12.329990
0x0aa8b97e50249ef209055b3f45c778c6ee9671f9,1067.98,644,29,US-East,46,0.8385,197.37,0.7888,1,0,False,2025-12-29T23:57:12.329990
0x2e7d4e28df0407f58ae62d1e7ac586758c53beb0,21577.3,871,13,US-East,47,0.9001,124.44,0.8852,0,0,False,2025-12-28T23:57:12.329990
0x9bd12f210ea5ed68f51e8c267df1abcb1da6006e,500,4089,0,US-East,52,0.95,268.39,0.8333,0,0,False,2025-12-23T23:57:12.329990
0x4e5c9d509579a0d73d54ee0579f0210de9f5570f,12372.74,2726,106,US-East,42,0.5209,498.73,0.8,0,0,False,2026-01-02T23:57:12.329990
0x3a71af6c74fefaa78166ab153aedda2a94fd5057,65081.91,392,0,US-West,76,0.8412,290.36,0.7,1,0,True,2025-11-29T23:57:12.329990
0x183f8aea2f4cbf469920f02231ad828836802cab,1336.02,1677,0,EU-Central,63,0.874,181.67,0.9,0,0,False,2025-12-12T23:57:12.329990
0xec9064fafca2da894ae36e3482544ec5e16b7271,7096.79,2203,0,EU-West,80,0.889,125.35,0.85,2,0,False,2025-11-25T23:57:12.329990
0xf3414e5425bc2afbfcc20ecfcec05112f5dcad66,5535.67,4775,125,US-West,61,0.9071,233.69,0.9,0,0,False,2025-12-14T23:57:12.329990
0x4cffeaa2e5ac4e75a858bfd63a98881c0cd65aca,892.02,2882,0,US-West,11,0.7618,321.38,0.9,1,0,False,2026-02-02T23:57:12.329990
0x399f980df336ed456dfee6bf286e42194adfea2b,4242.86,1286,0,Asia-Pacific,88,0.8318,190.88,0.9,0,0,False,2025-11-17T23:57:12.329990
0x91dca29df71b12151e96de3c0a8e0081ab94d606,500,327,79,South-America,55,0.9109,192.92,0.7,0,0,False,2025-12-20T23:57:12.329990
0xd840b283e2c7d297f9c9e79ef57649e7000c037e,7899.31,1795,125,EU-Central,9,0.9003,304.08,0.7676,1,0,False,2026-02-04T23:57:12.329990
0x7d1725e7d92d402d2ee79c994da9b5e9a2b40abd,868.32,2272,8,EU-Central,62,0.677,451.07,0.6779,1,0,True,2025-12-13T23:57:12.329990
0x8b7916362c33344f8e1db3159630835557b255b6,2805.2,2143,0,Asia-Pacific,24,0.8844,149.46,0.97,0,0,False,2026-01-20T23:57:12.329990
0xb6922880f2dad538643b5b4543dfcf71ab4e942f,14993.3,2696,97,EU-West,88,0.9999,44.36,0.9352,0,0,False,2025-11-17T23:57:12.329990
0x3e14eef52b6c8dab6dbb7b72b66746c5e8af1ffd,6066.22,3865,56,US-West,40,0.8943,274.99,0.7,1,0,False,2026-01-04T23:57:12.329990
0xfbc15a3673553b55c324daefed3fede96b72af37,3902.98,2798,82,Asia-Pacific,89,0.9765,55.17,0.99,0,0,False,2025-11-16T23:57:12.329990
0xc3330083c238b24658dfc6e5a35fa687375c32b3,1435.4,1264,20,EU-West,89,0.7192,2143.98,0.5083,0,0,True,2025-11-16T23:57:12.329990
0xe6887dd26bbf61a6c01214244fbe43b6c6c5d0fb,24519.44,3439,0,EU-West,60,0.9125,202.17,0.7,0,0,True,2025-12-15T23:57:12.329990
0xfd5e756899978f0531bb884523e3b639f7c2873b,1238.91,4630,61,US-East,59,0.9959,49.29,0.9,0,0,False,2025-12-16T23:57:12.329990
0xce89d1f91425648d100a7a5bb3f16bb0a97bd6a2,45289.76,368,32,,60,0.8654,5554.57,0.9,0,0,True,2025-12-15T23:57:12.329990
0x7ae8ef48543f57a129f5f0dc60b9552de52ec06d,7533.98,1572,81,US-East,62,0.8075,351.31,0.5606,0,0,False,2025-12-13T23:57:12.329990
0x77798050be0794cac2b2ddf3c7ba070aa58851cc,923.21,4300,0,EU-Central,85,0.8615,178.54,0.9,1,0,False,2025-11-20T23:57:12.329990
0x31fb7e6fc4bbfc0f56d5c257aa8d2b485207db62,7302.09,4873,170,Asia-Pacific,28,0.826,530.07,0.7279,0,0,False,2026-01-16T23:57:12.329990
0x268dd88f477f30fa3928654933c99789baac48c5,3675.25,258,26,US-East,76,0.95,293.71,0.7601,0,0,False,2025-11-29T23:57:12.329990
0x8f968468dcaf5897cffa117d2651b30c69e69f93,100000,1089,0,EU-Central,67,0.99,112.64,0.85,0,0,False,2025-12-08T23:57:12.329990
0x009b969d0ed89480e61b2ecdd12485a862a16511,20621.21,4203,92,EU-Central,17,0.7637,228.96,0.7,0,0,False,2026-01-27T23:57:12.329990
0x5413c4ac32e5c8b2c8278f4e8941625453f0226b,6928.76,2396,191,US-West,35,0.8723,286.6,0.7,0,0,False,2026-01-09T23:57:12.329990
0xfd3f0bca31c127c00c1ab2362a75b847edf55bbf,1561.8,2450,0,EU-West,65,0.8578,197.62,0.7,0,0,True,2025-12-10T23:57:12.329990
0xb3d8832f27ddff6dd576996594fc55345429093c,11885.75,4303,86,US-West,10,0.9443,100.02,0.97,0,0,False,2026-02-03T23:57:12.329990
0xb961a8757f0948d4c63e51a6714d38001641e048,8567.2,668,0,EU-Central,27,0.7987,274.39,0.7,1,0,True,2026-01-17T23:57:12.329990
0x23b27dce2087248529e9c545f6db2dcf7037234c,502.31,1637,96,Asia-Pacific,5,0.8488,300.53,0.9,0,0,False,2026-02-08T23:57:12.329990
0xffaae946d5a813ad54ff47f9bb8a138e5e754b1b,17420.37,2407,0,US-East,14,0.782,213.6,0.8333,0,0,False,2026-01-30T23:57:12.329990
0x57327756308d0fc60589a47c52d3cdae409b8007,17683.22,3024,0,,4,0.7432,424.03,0.5612,0,0,False,2026-02-09T23:57:12.329990
0x94452fe4c1d542b7e5bf2929455692a191ddd449,10485.09,2656,131,Asia-Pacific,40,0.8551,311.98,0.9,0,0,False,2026-01-04T23:57:12.329990
0xad907eae778e3df84af45406c7c577eeca27e0fd,8509.1,114,54,South-America,3,0.8019,225.61,0.824,0,0,True,2026-02-10T23:57:12.329990
0x87ffe2070da82e648a85d30dd3ed25ac5541b70d,6213.78,899,89,US-East,14,0.9095,149.02,0.9321,0,0,False,2026-01-30T23:57:12.329990
0x397d7fcff705d1a7fd9eaac8915ec37433555117,2065.29,3251,46,US-West,41,0.8514,200.17,0.75,0,0,False,2026-01-03T23:57:12.329990
0x89d6495d5cbcc11e451c531e124223779817d97f,1473.14,1811,79,EU-Central,86,0.9255,286.99,0.8563,0,0,False,2025-11-19T23:57:12.329990
0x95d945b91e9e01302575a4aac3b887ce81092b0e,2725.15,3628,19,EU-Central,54,0.9491,108.94,0.9257,0,0,False,2025-12-21T23:57:12.329990
0xd054108da78d75602ae0fdcf532fbcc3aa1dcb14,1727.32,4788,2,US-East,44,0.8963,242.07,0.8779,0,0,False,2025-12-31T23:57:12.329990
0xa5098960e20e44a385d929578eb2608272b632c9,837.71,5010,206,US-West,66,0.9213,119.5,0.8733,0,0,False,2025-12-09T23:57:12.329990
0x7d2ce1424a754d09b9bc63b5ac302289909531c1,735.2,3265,0,US-East,40,0.9012,138.92,0.8514,0,0,True,2026-01-04T23:57:12.329990
0x82be9f8996382312667368f6c6e98c19a5984b5a,828.74,2822,0,US-East,11,0.7478,493.08,0.8,0,0,True,2026-02-02T23:57:12.329990
0xa8816cd51806512d437d4c07b5eeb976f833a6aa,500,206,95,US-West,28,0.8385,194.44,0.7853,0,0,False,2026-01-16T23:57:12.329990
0xa93d9fffb199e169672995c3d91b705c69013cf3,2899.74,4477,164,EU-Central,26,0.99,114.6,0.9271,0,0,False,2026-01-18T23:57:12.329990
0x18c631e095ee82592b1fa66ee5ac6d417f152a59,10936.71,272,0,Asia-Pacific,59,0.8641,293.06,0.9,1,0,True,2025-12-16T23:57:12.329990
0x5c1eb22a13bb30415026cbfdd38bc498d0ea4f79,4865.26,4041,69,Asia-Pacific,60,0.9944,46.99,0.9,1,0,False,2025-12-15T23:57:12.329990
0x9a205f937144646c5e3b5d23ae981c8995f3c48d,11965.28,4489,0,US-East,63,0.777,544.99,0.7935,0,0,False,2025-12-12T23:57:12.329990
0x120d721bb5353eb593068827b3852b8c2ec98d6c,10546.25,2053,45,,4,0.8887,148.33,0.9463,1,0,False,2026-02-09T23:57:12.329990
0xfa6dd67b3b7d9189da25ae27b4fcbacc3ee1189c,2740.91,865,46,US-East,44,0.7705,216.85,0.9,0,0,False,2025-12-31T23:57:12.329990
0xbc6ad628bdce05f5baaf64d5ffe3dcb33753a116,10962.64,5088,0,US-East,29,0.797,177.28,0.7,1,0,True,2026-01-15T23:57:12.329990
0x07e232875bbc711432b1c19353a7a802f192932b,500,4101,94,US-East,46,0.9648,57.42,0.99,0,0,False,2025-12-29T23:57:12.329990
0x5d52f5b10773eeca913ce7a3ad1961f3728287d4,33735.9,1796,185,US-West,23,0.6771,535.55,0.7649,1,0,True,2026-01-21T23:57:12.329990
0xc0d7db036ea8e1fb64ba3366e04f1094cc5da34e,3048.89,122,0,Asia-Pacific,33,0.9465,98.83,0.97,2,0,False,2026-01-11T23:57:12.329990
0xc8f3d12bb6040aa4b3246b201ce58b97c4fe07c8,3113.8,2915,0,EU-Central,48,0.8305,225.26,0.7,0,0,False,2025-12-27T23:57:12.329990
0x24e346f2292a40e4d867a2471a3cdfd9a962e0fa,1032.13,1485,0,US-West,62,0.9176,109.07,0.85,0,0,False,2025-12-13T23:57:12.329990
0x79a3c7e366d7bb7eaa45c55242850a42dc28e15b,31114.47,4737,0,US-West,77,0.8563,211.19,0.8675,0,0,False,2025-11-28T23:57:12.329990
0x0a6d5d93c9ea5f0b648d0d7d57e0ca3dfa8a6611,500,2753,27,US-East,44,0.6005,579.85,0.8,0,0,True,2025-12-31T23:57:12.329990
0x148a944342c59cb38cc389fca0c12754b27c9dc4,24211.23,3150,35,US-East,53,0.9764,46.52,0.99,0,0,False,2025-12-22T23:57:12.329990
0x9e93e62ad258168a6f64e544c2528cac7a841fd6,1592.5,4748,44,EU-West,53,0.8527,102.64,0.97,0,0,False,2025-12-22T23:57:12.329990
0xa9d577c80df744566b5042362bd80cc75d3f4ca2,19093.49,2713,0,US-West,10,0.9269,129.66,0.85,0,0,False,2026-02-03T23:57:12.329990
0x4f1322ea5fe20b63e4ac436f0701db69cc9b0c5b,500,3330,0,Asia-Pacific,59,0.7653,512.34,0.7968,0,0,False,2025-12-16T23:57:12.329990
0xa09ad74c48cd98921caf3f1e9b009c95ed07f73a,8761.48,1344,35,EU-West,46,0.85,473.24,0.7443,0,0,True,2025-12-29T23:57:12.329990
0x4eade38fa021999d28178a374cc0052f1f8609a4,6738.79,1892,133,US-East,61,0.9586,113.87,0.85,5,3,True,2025-12-14T23:57:12.329990
0x98f952a48312543d08f38f8eccb92047a53e6072,1907.5,2533,78,US-East,62,0.873,90.72,0.886,1,0,True,2025-12-13T23:57:12.329990
0xc41a64506ad2d6c3c64f2d8c1cc3691c5d9acae3,14241.96,3823,78,US-West,46,0.8199,539.46,0.7406,0,0,True,2025-12-29T23:57:12.329990
0xc5468c20837e7a03ff62cfa23d29c7436d4626e8,10149.96,4443,18,EU-Central,66,0.8266,239.32,0.9,0,0,False,2025-12-09T23:57:12.329990
0xc3a31be752e460db8a63444e334e2afef2b37697,12642.19,830,82,US-West,79,0.7607,262.91,0.7,0,0,False,2025-11-26T23:57:12.329990
